text,Label,a1,a2
"Former Terminator Arnold @Schwarzenegger is staying at home with his donkeys during the #coronavirus pandemic - and he's released a video warning others to stay indoors too.

To read more about #COVID19, click here: https://t.co/b1h56vDYuQ https://t.co/yG687j26ep",UNINFORMATIVE,,
Keri Hilson is on Twitter saying radiation from 5G wireless networks caused the Coronavirus pandemic. https://t.co/U33ZKXL4OK,INFORMATIVE,,
"STAGE 4 (cont'd): 

A friend's relative died yesterday of corona because they couldn't treat him. 

It's chaos, the system is collapsing. 

Coronavirus and the crisis it's provoking is all you hear about everywhere.",UNINFORMATIVE,,
YES IM STILL TRYNA FUCK DURING A PANDEMIC I HAVE A RISK KINK,UNINFORMATIVE,,
Should Google Stop Pushing Search Algorithm Updates During COVID-19 Outbreak? https://t.co/QYiZLfUsMz #SEARCH #SEO,INFORMATIVE,,
@kt_1718 Still! And new CDC guideline as of yesterday was no more than 50 people ???????,INFORMATIVE,,
"When scientists start using words like “crazy” and “catastrophe”, you know we’re in a bad place. https://t.co/XBfX2itdZV",UNINFORMATIVE,,
Weebs be like coronavirus?? Stop let me watch this Japanese travel film and sleep it out,UNINFORMATIVE,,
"#BREAKING Iran announces 129 new #coronavirus fatalities, country total now 853 https://t.co/oJrUNotg8S",INFORMATIVE,,
"As we all go about living this new reality, please keep in mind that our elderly friends and neighbors are at greater risk of infection. Please, help others weather this Coronavirus storm. Our president may lack compassion for others . . . but we don’t. https://t.co/2rxvZLUMGw",INFORMATIVE,,
"The reason China defeated COVID-19 is bc their medical system is STATE RUN &amp; NATIONALIZED, so every doctor is employed by the state and every hospital &amp; mask/supply factory is state-owned. This why China can produce &amp; distribute healthcare &amp; resources for FREE. This is SOCIALISM. https://t.co/tG5x8eNg2a",INFORMATIVE,,
This what the coronavirus got niggas doing in the club for bottle service now? https://t.co/Q1t0Q4MvDV,UNINFORMATIVE,,
don't listen to anyone telling you now is the time to finish something you were procrastinating on. We are in a goddamn pandemic. Shit is wild. Your life is turned upside down. If you don't finish that project don't feel bad. Survive and be healthy as possible. You're doing great,INFORMATIVE,,
China and S.Korea are starting to level out in covid-19 cases because they shut everything down and made people stay at home. Meanwhile in the United States... https://t.co/zB6qSGxOTS,INFORMATIVE,,
"Protect Your Mental Health While Practicing Social Distancing (via @Sojourners)

https://t.co/rmyYMe9n6N",INFORMATIVE,,
My heart https://t.co/xQxbaKqEiw,UNINFORMATIVE,,
"UK Health Secretary @MattHancock said people over the age of 70 will be asked to stay home in the coming weeks to help protect the elderly and vulnerable from #coronavirus. #HighRiskCovid19 #COVID?19

More @business: https://t.co/84emyASesA https://t.co/JgRJjUL9ml",INFORMATIVE,,
CRUISE QUARANTINE: A North Carolina couple was celebrating their honeymoon on a cruise when the ship went into #coronavirus quarantine. https://t.co/0FoqNf3xNz https://t.co/Zeigg2As3N,UNINFORMATIVE,,
"To get a patient tested, they have to have traveled to certain countries, had direct contact with a COVID19+ patient, or be ill enough to be hospitalized &amp; have no other diagnosis. There's no way around it: Tests are being rationed due to the Administration's mismanagement.(9/12)",INFORMATIVE,,
That's probably equivalent to one person's Franking Credit refund. Ping @JoshFrydenberg https://t.co/Ks5xJTcrxX,UNINFORMATIVE,,
uni students during online class due to covid-19 https://t.co/dQ7ETRPhJL,INFORMATIVE,,
"Dear fellow Malaysians,

If you're fucking sick, please stay the fuck home so you don't fucking spread the fucking Coronavirus. For the sake of others just stay home, self-isolate and call the fucking CPRC hotline to get yourself tested.

#StayTheFuckHome #COVID19malaysia https://t.co/w8Ao5b0FcU",INFORMATIVE,,
Social responsibility has become even more important in this #coronavirus outbreak. It’s  not all about you. Cultivate good habits not just for yourself but with others in mind. Take social distancing seriously. Be concerned about physical &amp,UNINFORMATIVE,,
Salut https://t.co/1CqWZobHyy,UNINFORMATIVE,,
The latest The SportsGeeks Daily! https://t.co/Ew9LxgDuoT Thanks to @xxjaexx @Alfredov2012 #covid,UNINFORMATIVE,,
@belladblack covid themed,UNINFORMATIVE,,
"American: COVID19 is super scary

European: Yes

American: Isn't it crazy how expensive the test is?

European: What?

American: And that I have to go to work even if I'm sick?

European: Huh?

American: And don't even get me started on quarantine co-pays

European: Co-what???",INFORMATIVE,,
@ThePhillyPod Yeah they should do the right thing and close the office for the time being even before it’s mandatory. Especially because CDC says it’s probably going to be 8 weeks that schools are going to be closed,INFORMATIVE,,
"Thanks to COVID-19, I have to work from home this week. Semoga productive.

Or maybe not. https://t.co/F3aiLsyLdU",INFORMATIVE,,
Clean hands keep you healthy and can stop germs from spreading to others. What you need to know about handwashing: https://t.co/uXE4Y10iCK https://t.co/B5LHQ1j3s8,INFORMATIVE,,
"So I thought this was a good idea to fight against out propaganda media machine. Get as many votes out there and retweet! 

Do you know anybody personally that has or has died from the Coronavirus?",UNINFORMATIVE,,
"I have a very close friend who’s a researcher studying public health at a major NGO, and he told me that this was THE week to practice as much social distancing as possible, even if you don’t have to go to work.

I asked him to explain why. Sharing his answers w/ permission (1/x)",INFORMATIVE,,
How coronavirus walking around once everybody get quarantined https://t.co/nuupGgRtSX,UNINFORMATIVE,,
"This is brilliant! Please keep sharing positive stories, we all need it with so much negativity going around. https://t.co/fwAhKM6pl0",INFORMATIVE,,
"After weeks trying to paint Biden as in mental decline, it was Sanders who mixed up Ebola and coronavirus. We have perhaps passed the time when Democrats can credibly argue that Sanders is more on the ball than Biden. https://t.co/PN4i8XHPFL",INFORMATIVE,,
"Most people staying home aren't doing so out of fear; they're trying to avoid becoming coronavirus vectors that could sicken and kill vulnerable others. Going out to bars and restaurants isn't ""brave,"" it's selfish, the moral equivalent of deliberately coughing in someone's face",INFORMATIVE,,
"China took on a completely unknown virus and in a month has brought new cases down to single digits. Its response gave the world time to be ready.

CNN just asked if it should face ""consequences."" A network of bloodthirsty psychopaths.",INFORMATIVE,,
We all have to take responsibility for ourselves and do whatever it takes to #stopthespread. There’s a sense of urgency to flatten the curve and give ourselves and the healthcare system the best chance to get through this pandemic. Share this message and let’s protect each other! https://t.co/T8JfydahCu,INFORMATIVE,,
Ensuring Canada is prepared for all possible scenarios when it comes to #COVID?19 requires a Canada-wide approach. Great to learn about the dedicated work and forward planning being done by our outstanding medical professionals on the front-lines at @Sunnybrook hospital. https://t.co/KRMTTaPjWo,UNINFORMATIVE,,
Ek number pe bimari corona hai. Dusare number pe aap wali. Wait it get his number 1back. @ExSecular https://t.co/eME6CkTbmT,INFORMATIVE,,
"Sources: The NBA has sent a memo to its franchises explaining that, due to coronavirus outbreak, teams should be preparing to play games without fans in attendance and identifying “essential staff” present for these games -- should it be necessary.",INFORMATIVE,,
Is it just me or is Trump’s lying crap about the Coronavirus infinitely less credible (and infinitely more dangerous) than all his other epic lying?,UNINFORMATIVE,,
Coronavirus got me side eyeing anyone that coughs around me.,UNINFORMATIVE,,
marrying O.J. simpson has a higher death rate than coronavirus https://t.co/PJWkoTrfsS,UNINFORMATIVE,,
China honors a whistle-blowing doctor who became famous worldwide after calling attention to the coronavirus outbreak https://t.co/CH0TQulSYx,INFORMATIVE,,
"did y’all know that there are 96,950 cases of COVID-19 right now?

Did y’all know 3,308 people have died from it?

BUT did y’all know that 53,981 of these cases have already recovered?

Stop letting the media control your brain. Scare tactics are real tactics. Do your research.",INFORMATIVE,,
"Grateful to @AERA_EdResearch ED Felice Levine, Pres. Vanessa Siddle Walker &amp; everyone at AERA who has worked tirelessly to make the decision to move to a virtual meeting for #AERA20. As a member of AERA Council, I support this change &amp; am optimistic about the new possibilities. https://t.co/jBA78sOYbM",INFORMATIVE,,
"Most batshit bullshit thing I’ve heard all day. WA nursing home is ending all #COVID19 tests claiming that it’s endemic, so just forget it and not try to test and isolate people anymore? Millions of area residents are still at risk, hello?! Brain dead idea https://t.co/6G0G9HZwKD https://t.co/FlhCYFb6oN",INFORMATIVE,,
Coronavirus vaccine ready for clinical trials in Seattle https://t.co/DFguYQXHBL,INFORMATIVE,,
"This is where we're at in buying PPE.

An Illinois official sped on a highway to get to a meet-up in a McDonald's parking lot, where she handed off a $3.4 MILLION CHECK to buy N95 masks from China with 20 minutes to spare, beating other bidders. https://t.co/267fo2kpUA",INFORMATIVE,,
Nine of positive cases were identified in quarantine areas. Social distancing must be strictly adhered to in all quarantine facilities &amp,INFORMATIVE,,
There’s been a bit of an unpleasant and inaccurate narrative over recent days that the majority of COVID-19 deaths were people who were “at death’s door” in any case. That they died “with” rather than “of” the disease. I want to address that.  1/8,UNINFORMATIVE,,
"For those forced to choose between staying at a homeless shelter or sleeping in the streets or on trains, staying “home” is not much of a choice, since the shelters make it virtually impossible to practice social distancing and quarantine. https://t.co/nd3hOA7M6C",UNINFORMATIVE,,
corona needs to push out now we had enough.,UNINFORMATIVE,,
"This is my very first tweet. 
My heart is heavy that this is my first tweet. 

Yesterday we had 3 residents (docs in training) die from Covid 19.  Of course there is a lag... media are you listening? 

#GetMePPE #COVID19Frontline #WeAreOne #IamDrMingLin",UNINFORMATIVE,,
"We’re all in this together. We're making all of our 7,000+ expert-led video courses FREE for the entire month of April. No catches, no credit card required. https://t.co/S5NVzlWOBZ #FreeApril #StayHome https://t.co/l8X6qWEzLD",INFORMATIVE,,
"But yet Cuba are sending doctors EVERYWHERE to help. 

America is EVIL. https://t.co/rLStZzawHY",INFORMATIVE,,
@CDoclopez @SBarutta @JuliaHB1 @PickardJE @pmdfoster @FinancialTimes Divorce bill. It’s what we are signed up to pay and what we legally owe them. Reneging on it would send a really good signal to your future trade partners wouldn’t it? You know China and the US LOL,INFORMATIVE,,
"Michigan Gov. Whitmer just said on Fox that the response should not depend on who is governor of a given state. However, that is the meaning of federalism. Governors did little to prepare for this pandemic despite years of studies showing shortages to deal with an outbreak . . .",INFORMATIVE,,
“Mummy why can’t everyone be positive like Queenie ?? or whoever told her what to say” #queen #positivity #wewillbeatthis #family #thankyou #stayhome #staysafe #nhs https://t.co/vOAhJOgWJe,UNINFORMATIVE,,
"Reported US coronavirus deaths via @CNN:

5 weeks ago: 1 death
4 weeks ago: 19 deaths
3 weeks ago: 58 deaths
2 weeks ago: 323 deaths
1 week ago: 2,043 deaths
Right now: 8,488 deaths",INFORMATIVE,,
Man Coronavirus really got mfs acting up ???? https://t.co/lQIZrnTlfv,UNINFORMATIVE,,
".@NBCNews 

PLS #REPORT: It’s #Crucial That #China #BanYulin, The #DCMT &amp; #WetMarkets Permanently

#Sick and #Healthy #DogsCats #Crammed Together In #Cages For #Teansport

#Unhygienic #Slaughter &amp; #Processing Leads To #Rabies &amp; #Viruses Like #coronavirus 

https://t.co/MmcZaoWlOV",INFORMATIVE,,
A single source and living guideline for evidence in COVID now exists https://t.co/5x4WivMlSN,INFORMATIVE,,
@HalianaGrande @GravelInstitute Then stay home and leave other ppl alone.,UNINFORMATIVE,,
floyd mayweather wasnt doin nun but sittin home tryna learn how to say epidemic and he catchin strays in a youngboy and kodak black beef ??,UNINFORMATIVE,,
"Fauci: It Would Be ‘False Statement’ to Say We Have Coronavirus Under Control. 

lol - does that mean it is under control? 

This clown hasn’t been right about anything yet?",INFORMATIVE,,
"Almost as insane as MSNBC's @Lawrence O'Donnell's conspiracy theory that Putin directed Trump to attack the Syrian airbase to ""distract"" the media from ""discovering"" Trump was a ""Russian agent."" https://t.co/Pt4JaFV9CJ",INFORMATIVE,,
"So their response is to contain together all those who may have been exposed? So, if one didn't have it before they sure will now. WTAF? https://t.co/TsJ9glHkzU",UNINFORMATIVE,,
UK ministers ‘no longer discounting’ theory that Covid-19 leaked from Wuhan lab – report https://t.co/ODFZqaovsc https://t.co/pfsGUBjmzQ,INFORMATIVE,,
"Gujarat: Mother of PM Modi, Heeraben, lights an earthen lamp after turning off all lights at her residence. India switched off all the lights for 9 minutes at 9 PM today &amp; just lit a candle, 'diya', or flashlight, to mark India's fight against #Coronavirus as per PM's appeal. https://t.co/qPQqXAB6Jf",INFORMATIVE,,
"Stay home ??. Just like 108,600,000 of you did in 2016.",UNINFORMATIVE,,
"And once again the #AmericanFarmer is on the front lines fighting for America. These are the patriots that Bloomberg and the Democrat elites ridicule, but President Trump cherishes them and so do I. https://t.co/3scp75Sha3",INFORMATIVE,,
"No, and neither does @JoeBiden, but you won't ask this also very relevant question on air will you? https://t.co/byVsNW3rWi",INFORMATIVE,,
@drpichel @realDonaldTrump Let the dead curve in april to speak better the reality of this pandemic situation.,UNINFORMATIVE,,
"Epidemic prevention and control in Beijing will probably become a long-term normal, a spokesperson for the municipal government said https://t.co/7rPrmtkfQD https://t.co/mUXhrQ6tY8",INFORMATIVE,,
"PLEASE SHARE: We have now donated $80k and are still rolling. If someone needs a hand, please comment below. #RENTRELIEF https://t.co/25QdsLfZHe",INFORMATIVE,,
The Queen reassures Britain of victory over coronavirus. The Health secretary begs Britons to stop sunbathing. https://t.co/853Epejj1a,INFORMATIVE,,
Thank you for all the positive feedback on our activity book pages for kids. We're happy to provide some relief for parents (you're doing GREAT!) and keep the kids busy during this time of #socialdistancing. Here's a word cipher to enjoy on your #Sunday! ?????? https://t.co/yiLvm70DCW,UNINFORMATIVE,,
"Health screening began in mid-January, but only for travelers from Wuhan and only at the airports in Los Angeles, San Francisco and New York. The measures were expanded to all passengers from China 2 weeks later.",INFORMATIVE,,
"NEW: Sat 4 April update of coronavirus trajectories

Daily new deaths:
• US about to go clear of Spain for most daily deaths of any country in the world
• UK on steeper trajectory than Italy, which was seen as hardest-hit country worldwide

Live charts: https://t.co/JxVd2cG7KI https://t.co/7chcsW6bYO",INFORMATIVE,,
"In Boston, we are up to 1,877 cases of #COVID19. 181 Boston residents have recovered. And we had 2 new deaths, for a total of 15 Bostonians who have passed away from COVID-19. 

Our thoughts are with their loved ones. https://t.co/xC5OYAxzUZ",INFORMATIVE,,
"After decades of cost optimization, the ongoing pandemic reminds us the importance of redundancy. 

Redundancy is not cost-effective in the short run but it ensures resilience in the long run.",INFORMATIVE,,
@News24 This somewhat apology is smeared with blatant lies... Truth is Bill Gates is after Africans... Italy is the most vulnerable country yet the so called corona vaccines will be tested on the least vulnerable as they are deemed poor and not of suitable value and or colour...,INFORMATIVE,,
"Between fentnyl and coronavirus, China has killed more Americans than every Islamic terrorist combined.",INFORMATIVE,,
"@BaseballScrap Aww, you blocked me? I thought we were just getting along. Make sure you lock them dentures down before laughing so hard next time.",UNINFORMATIVE,,
NOT YOUR REGULAR MAKEUP ARTISTS ?? Pick your fighter and RT  #dontrushchallange #BopDaddyChallenge #makeup  #StayHome #lockdown https://t.co/md0xGFeMPP,UNINFORMATIVE,,
Stay at home and stay safe x,UNINFORMATIVE,,
"Please read and retweet.

Woman, 99, thanks 'wonderful' NHS after recovering from coronavirus https://t.co/hfDydx2Vce via @MetroUK",INFORMATIVE,,
"We're lucky to have a garden semi enclosed by this apartment block in Streatham, appreciate luxuries that you have. 
Scorn the ones breaking the social distancing rules. #COVID19 https://t.co/0RuyHQSR6W",UNINFORMATIVE,,
"Fact check: Did Obama administration deplete N95 mask stockpile?

“We rate this claim TRUE because it is supported by our research. There is no indication that the Obama administration took significant steps to replenish the Strategic National Stockpile..” https://t.co/hJm12dE2Pc",INFORMATIVE,,
"This is where we're at in buying PPE.

An Illinois official sped on a highway to get to a meet-up in a McDonald's parking lot, where she handed off a $3.4 MILLION CHECK to buy N95 masks from China with 20 minutes to spare, beating other bidders. https://t.co/267fo2kpUA",INFORMATIVE,,
"The Wellbeing and Mental Health Helpline is now open 24/7 to help people deal with the implications of the coronavirus pandemic on their mental health! ??

If you need mental health support call 0800 915 4640 or text 'HELLO' to 07862 022846.

More here ?? https://t.co/tJ9FiHmcW5 https://t.co/toiPiZz2p2",INFORMATIVE,,
"States must take concrete steps now to make sure every citizen can be heard in November, no matter where we are by then in fighting the COVID-19 pandemic. https://t.co/OFIPHqcdM0",INFORMATIVE,,
"Stay Home, Stay Safe ?? https://t.co/YEuRZS3zJp",UNINFORMATIVE,,
Why has no one asked how the boy band Blue had the city on lock down by simply driving by in their low ride? Get these guys involved,UNINFORMATIVE,,
"@CMOMaharashtra @MoHFW_INDIA @CPMumbaiPolice @MumbaiPolice @bjpmumbainri Ambulance needed urgently for Mr. Ashvin Thakar at A-23, Geeta Apts,
Inside Apex Hospital Gully,
Chandavarkar Lane,
Borivali West. Corona suspect. No ambulance coming for last 1 hour. Urgent help. 9920932363",INFORMATIVE,,
India's middle class reveals over &amp,UNINFORMATIVE,,
"Free Mindfulness Resources to Find Calm and Nourish Resilience 
 
#wellbeing ?@PDST_Hwellbeing?  https://t.co/VCHQNzzGh0",UNINFORMATIVE,,
"While the Democratic establishment promote Cuomo as ""the next FDR"" and plan to swap him in for Biden at the convention; Cuomo is cutting Medicaid, leaving prisoners in Rikers and elsewhere to die of COVID-19 and won't issue a rent freeze for the tens of millions of renters in NY.",INFORMATIVE,,
"Business is a bit quiet right now so next week we are shelving our dog collars and bandanas in favour or making scrubs for health care staff.  Lots of lovely friends have ordered material so together we can help the NHS. ??

#workingfromhome 
#smallbusinessowner 
#stayhome 
#NHS https://t.co/Xd9QeBkIO9",INFORMATIVE,,
"CoronaVirus Quarantine Stay Safe 
Participate in Church Online 
https://t.co/ZIcLecZXAG
Remember God in the days of thy youth.
Plagues? Disease? Locusts? 
What are the chances it would all come true? https://t.co/MBRRw0NFm3",UNINFORMATIVE,,
What part of STAY AT HOME do people not understand,UNINFORMATIVE,,
Proud to have @JackBrewerbsi leading the @MyPillowUSA Task Force who has lead many relief missions. Through God’s grace we are helping our fellow Americans get access to millions of face masks! We are honored to answer @RealDonaldTrump’s call to action. https://t.co/6FAqbOZwDI,INFORMATIVE,,
Father builds a safety pod for his two-month-old son to protect him from #COVID19. https://t.co/FVKHkF0Jq8,UNINFORMATIVE,,
"""Polen isn’t in the medical supply business, but he 'knows a guy,' an old friend who specializes in working with China’s factories.""

OH OK GREAT! https://t.co/267fo2kpUA",UNINFORMATIVE,,
"'I'm absolutely amazed at how badly prepared the government was for this pandemic' says former Health Secretary, Alan Johnson. #Ridge 

Read the latest on #COVID19: https://t.co/7vyr9096VA https://t.co/irncokfZxH",INFORMATIVE,,
"@jonfr500 @summerbrennan I think 2-3 years is a safe bet (not my field though). 

One though you do to help is donate plasma. 

https://t.co/SSWY2V5WhO",INFORMATIVE,,
"Dear @NCDCgov 

It has been 5 weeks of public engagements on coronavirus. What is the basis for selecting Ambassadors? 

The under-listed handles have done a lot and are worthy Health Ambassadors @DrOlufunmilayo, @aproko_doctor, @NaijaFlyingDr &amp; @mzGolden17. 

Please fix up ASAP.",UNINFORMATIVE,,
Head Of Russian Doctors' Union Who Criticized Putin’s Response to Corona Virus is Arrested On Trip To Provide Equipment And Masks to Provincial Hospitals Battling Virus https://t.co/WRriHy4zcQ,INFORMATIVE,,
"George W. Bush in 2005 predicted the need for America to prepare for a pandemic. 

President Obama then dedicated a team to prepare for a pandemic.

Donald Trump closed down Obama’s pandemic team in 2018. And... now here we are. https://t.co/Efp4F40xRq",INFORMATIVE,,
Coronavirus latest: New York reports slowdown in Covid-19 deaths. Spain marked its third straight daily drop in the number of people who have died after contracting coronavirus as the spread of the virus in the country slows https://t.co/tRqWQ2ZkvK,INFORMATIVE,,
"A #Covid19 #vaccine is expected to be available in the market in about a year as it is still in the early stages of tests and research, says Health director-general Datuk Dr Noor Hisham Abdullah.

Read more: https://t.co/3tkNxlA8R8 https://t.co/WOYOS3HHjN",INFORMATIVE,,
Thank you to hotels around the country for providing healthcare workers and first responders a place to stay while they're on the front lines of the pandemic. ????  https://t.co/DR4YSdRqaG,UNINFORMATIVE,,
"It is our individual responsibility as good citizens to strictly observe all recommended precautions.

Social distancing 
Hands hygiene 
Keep nose n mouth covered
Stay home

SAVE LIVES, your’s and other’s",INFORMATIVE,,
"China gave us 

Poisoned Dog Food
Toxic Candy
Toxic Toothpaste
Radioactive Drywall
Counterfeit Electronic Components
Fentanyl 
Cancer causing Fish
Lead Paint on Toys
Corona
SARS
And much much more

And yet, we still do business with them?????",INFORMATIVE,,
"The F.D.A. has approved a test that looks for antibodies to the coronavirus in a prick of blood. It may help scientists understand how widespread the infection is, and who may be immune to it.  https://t.co/7aYdIcUXRw",INFORMATIVE,,
"Out of 300 samples tested today, 4 are positive for COVID-19. This brings the total number of COVID-19 confirmed cases to 52 in the country. 
Stay home and stay safe, Uganda. #STAYSAFEUG",INFORMATIVE,,
"Mr. President, @realDonaldTrump, I’ve asked you fair &amp; relevant questions on your evolving approach &amp; rhetoric regarding coronavirus. For example, last Sun., I asked: You've said some governors don't need the equipment they're requesting. How might that impact your decisions? 1/3 https://t.co/vJWH2tk4Ch",INFORMATIVE,,
#N95 mask is much in use and demand these days. It was invented by Sarah Little Turnbull at #3M Company in 1958. #covid19 #coronavirus https://t.co/XkW039QQhb,INFORMATIVE,,
"?? ????? ???, ?? ??? ?? ?? ??? ??? ??? ??
Social distancing norms of 6 ft insufficient, virus can travel nearly 20 ft: Study
https://t.co/cyUe1wbnFP",INFORMATIVE,,
"Stay #HealthyAtHome. Eat plenty of fresh fruits and vegetables.

#StayAtHome #HealthForAll #SwasthaBharat 

@MoHFW_INDIA @mygovindia @DDNewslive @MIB_India @airnewsalerts https://t.co/rdCDVAzN2f",UNINFORMATIVE,,
"Q for TV news channels : 
In Covid times - is it not a story that ruling BJP's Hinachal state president had to resign today after an audio tape revealed an alleged conversation about payment of lakhs of rupees for supply of PPE kits? Director Health Services already arrested !!",INFORMATIVE,,
"[??] From Ariana Grande to Maroon 5, Here's What K-Pop Artists Are Listening to During the Coronavirus Pandemic

#????? #GIDLE

?? https://t.co/HvUw85CBIl",UNINFORMATIVE,,
"Truly unfortunate to see this tragic loss of life due to pandemic. Conscious and responsible action is the need of the hour. Judiciousness in social interaction is needed to come on top of it. -Sg
#BeatTheVirus
https://t.co/XJAP3LOzEU",UNINFORMATIVE,,
"Donald Trump continues to lie about vote-by-mail and Texas politicians would rather put voters at risk than follow basic rules to keep us safe. While we are disappointed about the decision from the TX Supreme Court today, but the fight is not over. 

https://t.co/gEnjOcHUJ3",INFORMATIVE,,
"Day 43 of Social Distancing??
Love wins ~ Sound up!  https://t.co/Znfk0YyHhD ??Radiogoldsmith #Smile #mpgvip #love #kindness #defstar5 #hugs #lockdown ??",UNINFORMATIVE,,
"This hellhole, fortress prison in Lompoc CA where I spent 2004-06 has now turned into a set of COVID killboxes. Does the BOP care? Hell no.  
https://t.co/nFIhPq6uBo",UNINFORMATIVE,,
Answer this quiz in comment section by retweeting and mention your friends. #cmaday #COVID19 #JoinSpeakUpIndia #picitchallenge #lockdownextension #QuarantineLife #love #follow #like @Bhuvan_Bam @KapilSharmaK9 @YUVSTRONG12 @AnupamPKher @lakshayhere @Zakirism @YouTube @CarryMinati https://t.co/Tf2fzqmT7I,UNINFORMATIVE,,
"JUST IN: More than 100,000 people have now died in the US from the coronavirus, according to figures from Johns Hopkins University.

In just four months, the virus has killed almost twice the number of Americans lost during the entire Vietnam War. https://t.co/DP7WfQnncx https://t.co/7GFivlnxWo",INFORMATIVE,,
"Police kill black men with impunity. COVID 19 is decimating our communities. Our leaders say ""work and risk death or starve homeless"" and we ask why the people are rioting? Trump told us he wanted this. Ask @sarahkendzior. It is us or them. Choose the people. Fight Mammon.",INFORMATIVE,,
"THESE REPUBLICANS ARE TRYING TO KILL THEIR DEMOCRATIC COLLEAGUES:

**READ, RAGE &amp; RETWEET*** https://t.co/5P5cBLxSgd",INFORMATIVE,,
Police fire tear gas into a peaceful protest of George Floyd’s murder but stood like the goddamn Queen’s Guard when white assholes w guns storm the state capitol protesting HAVING 2 WEAR A MASK IN A PANDEMIC. We live in 2 America’s &amp,INFORMATIVE,,
"@BYaugs Well after writing this I realised Jimmy 
&gt;caused a fucking pandemic 
&gt;despite being able to break laws of physics he never attempts to cure any diseases he'll he not even tries to cure Carl's asthma 
&gt;majority of the shit in the show caused by him",UNINFORMATIVE,,
"Jalil Muntaqim, an elderly former Black Panther, was ordered released by a judge who recognized the extreme risk Covid-19 posed to him... the government appealed. Jalil remained in prison. Now he's in hospital, having contracted the virus @theintercept  https://t.co/Za3BJLW4mj",INFORMATIVE,,
Why do we have covid tracers and not pedo tracers?,UNINFORMATIVE,,
"@10DowningStreet At the next Ballot Box the British Public will remember Lockdown trips to Barnard Castle on birthdays with child in the back to test eyesight, trips by Jenrick to his home in Hereford, paid by the taxpayer, the gains by Conservative friends following flawed planning decisions.",UNINFORMATIVE,,
Looting. https://t.co/Om6Z4Vb535,UNINFORMATIVE,,
Nearly half of Twitter accounts pushing to reopen America may be bots – MIT Technology Review https://t.co/SK95deqs6U,INFORMATIVE,,
"The reported U.S. death toll from the coronavirus hit 100,000 on Wednesday. Trump officially made no comment about it.",INFORMATIVE,,
@bensherwood saw you on brian Williams ... is it only the kindle edition that has the pandemic update?,UNINFORMATIVE,,
"According to the CDC, so far this year, Florida has had 1,762 deaths from #COVID and 5,185 from pneumonia.

Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.

Probably just a coincidence, yeah?",INFORMATIVE,,
"[??] From Ariana Grande to Maroon 5, Here's What K-Pop Artists Are Listening to During the Coronavirus Pandemic

#????? #GIDLE

?? https://t.co/HvUw85CBIl",UNINFORMATIVE,,
"""All of you who are hurting so badly, I'm so sorry for your loss,"" Joe Biden says in a eulogy for Americans killed by coronavirus. 

""The day will come when the memory of your loved one will bring a smile to your lips before it brings a tear to your eyes.""
https://t.co/MqLtpnhHxY",INFORMATIVE,,
Note the difference in police response to the George Floyd protests vs. the armed anti-lockdown protests. https://t.co/bRlXImiIeT,INFORMATIVE,,
"This is astonishing. Hot on heels of Newsnight comes this. The government is now literally using our money to *pay* the Daily Mail to publish pro-government propaganda pieces about how well it is handling COVID-19.

‘Sponsored by The UK Government’ https://t.co/q6aN1JsVgI",INFORMATIVE,,
"The fact that Donald Trump sent 47 tweets and retweets today and not a single one of them acknowledged the 100,000 Americans we’ve lost to the coronavirus tells you pretty much everything you need to know about him.",INFORMATIVE,,
"@Qvesos @Tru_Blu_Patriot @bmcpburgh @jack 0.00006%. Over the past TWENTY YEARS. 

You guys are pathetic. 

https://t.co/gKycNmh9CF",UNINFORMATIVE,,
"These 9 #USSenators are demanding foreign labor amid the nationwide jobs crisis created by the #COVID19 lockdown. If your senator is among them, tell him/her NO!

See also @SenDanSullivan.

#AmericansFirst
#Americans1st

Photo Credit: .@FoxNews/
.@TuckerCarlson https://t.co/3uBIz2xLtE",INFORMATIVE,,
Police fire tear gas into a peaceful protest of George Floyd’s murder but stood like the goddamn Queen’s Guard when white assholes w guns storm the state capitol protesting HAVING 2 WEAR A MASK IN A PANDEMIC. We live in 2 America’s &amp,INFORMATIVE,,
"@SirReluctant Yeah I went over this a few years back. Finding quotes, comparing moments.
I don't burn books. When the lockdown is over I'm pretty sure I'll donate them, they're taking up a shelf I'd rather use for other things. 
Lol dude how old do you think I am? College was a while ago. ??",UNINFORMATIVE,,
"#BREAKING | Death toll due to #COVID19 rises to 4,531, cases climb to 1,58,333 in India, reports PTI quoting Union health ministry

#CoronavirusOutbreak",INFORMATIVE,,
"i hate the news. if it’s not corona virus it’s other diseases, like blatant fucking racism.",UNINFORMATIVE,,
Covid-19 almost made me forget about the real virus in America.,UNINFORMATIVE,,
".@NigeriaGov Directs States, Proprietors To Reopen Schools | Sahara Reporters
Secretary to the Government of the Federation and Chairman of the Presidential Task Force on COVID-19, Boss Mustapha, gave the directive during Wednesday’s briefing...
READ MORE: https://t.co/UhZ6LQLzuY https://t.co/FPx2EoX3Ss",INFORMATIVE,,
@JaynieSJ That does not detract from America’s bad performance and the good performance of China in stopping the virus.,UNINFORMATIVE,,
